,1st flr sf,2nd flr sf,bedroom abvgr,bldg type,bsmt full bath,bsmt half bath,central air,condition 1,condition 2,electrical,enclosed porch,exter cond,exter qual,exterior 1st,exterior 2nd,fireplaces,full bath,functional,garage cars,gr liv area,half bath,heating,heating qc,id,kitchen abvgr,kitchen qual,land contour,land slope,lot area,lot config,lot shape,ms subclass,ms zoning,open porch sf,overall cond,overall qual,paved drive,roof matl,roof style,saleprice,screen porch,street,totrms abvgrd,total bsmt sf,utilities,wood deck sf,year built,year remod/add,baths,overall,outside area,condition,exter_net_quality,exterior cover,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,house style_1.5unf,house style_1story,house style_2.5fin,house style_2.5unf,house style_2story,house style_sfoyer,house style_slvl
256,1124,0,3,0,0.0,0.0,0,1,1,0,190,1,1,1,1,1,1,1,0.0,1124,0,0,1,2745,1,1,Lvl,0,8335,Corner,0,20,0,36,5,5,1,0,1,93000.0,0,0,5,0.0,0,0,1954,1954,1.0,25,36,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
257,1008,884,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1892,1,0,1,1094,1,1,Lvl,0,8220,Inside,0,60,0,0,5,7,0,0,1,226750.0,0,0,8,982.0,0,108,2000,2001,3.0,35,108,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
258,1014,685,3,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1699,0,0,1,651,2,1,Bnk,1,10615,Corner,0,190,0,74,5,3,0,0,1,95000.0,0,0,7,978.0,0,0,1900,1970,3.0,15,74,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
259,780,636,3,0,0.0,0.0,0,1,1,0,48,1,1,1,1,0,1,0,1.0,1416,1,0,1,198,1,1,Lvl,0,6000,Inside,0,50,0,0,7,6,1,0,1,139900.0,0,0,6,780.0,0,221,1948,1950,2.0,42,221,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
260,1306,0,3,0,0.0,0.0,0,1,1,0,0,0,1,1,1,0,1,1,0.0,1306,0,0,1,131,1,0,Lvl,0,5350,Inside,0,30,0,0,2,3,0,0,1,76500.0,0,0,6,728.0,0,263,1940,1966,1.0,6,263,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
261,672,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,672,0,0,1,1258,1,1,Lvl,0,5400,Corner,0,30,0,108,7,4,1,0,1,86900.0,0,0,4,672.0,0,88,1940,2005,1.0,28,196,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
262,1160,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1160,0,0,1,1599,1,1,Lvl,0,17979,Corner,0,20,0,0,6,5,0,0,1,152500.0,0,0,6,1113.0,0,81,1968,1968,2.0,30,81,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
263,930,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,930,0,0,1,1508,1,1,Bnk,1,9520,Inside,0,20,0,0,5,4,0,0,1,99000.0,0,0,5,911.0,0,134,1953,1953,1.0,20,134,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
264,708,0,2,0,0.0,0.0,0,1,1,0,0,1,0,1,1,0,1,0,0.0,708,0,0,1,615,1,0,HLS,0,5330,Inside,0,30,0,0,7,4,0,0,1,82500.0,0,0,5,420.0,0,164,1940,1950,1.0,28,164,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
265,1575,0,2,1,1.0,0.0,0,1,1,0,52,1,1,1,1,0,2,0,2.0,1575,0,0,1,1815,1,1,Lvl,0,8012,Inside,0,120,0,0,5,6,0,0,1,179200.0,0,0,5,1575.0,0,0,1992,1992,3.0,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
266,1059,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1059,0,0,1,2712,1,1,Lvl,0,9000,Corner,0,20,0,88,6,5,0,0,1,142500.0,0,0,6,1059.0,0,0,1966,1966,2.0,30,88,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
267,1005,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,1005,0,0,1,2051,1,1,Lvl,0,14299,Inside,0,20,0,0,3,4,1,0,1,115400.0,0,0,5,1005.0,0,0,1964,1964,2.0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
268,1057,872,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1929,1,0,1,1863,1,1,Lvl,0,7050,Inside,0,60,0,235,5,7,0,0,1,226000.0,0,0,7,1057.0,0,0,2001,2001,4.0,35,235,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
269,520,600,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1200,1,0,1,2510,1,1,Lvl,0,3180,Inside,0,160,0,166,5,7,0,0,1,144152.0,0,0,4,600.0,0,0,2005,2005,3.0,35,166,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
270,1804,886,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2690,1,0,1,1069,1,1,Lvl,0,16451,Corner,0,60,0,58,5,8,0,0,1,370000.0,0,0,9,1765.0,0,268,2003,2003,3.0,40,326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
271,833,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,833,0,0,1,336,1,1,Lvl,0,12887,Inside,0,20,0,0,7,5,0,0,1,149900.0,0,0,5,833.0,0,431,1984,1984,2.0,35,431,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
272,728,728,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1456,1,0,1,2417,1,1,Lvl,0,15578,Corner,0,60,0,0,5,6,0,0,1,172785.0,0,0,8,728.0,0,0,2006,2006,3.0,30,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
273,864,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,864,0,0,1,1962,1,1,Lvl,0,7200,Inside,0,20,0,0,8,5,0,0,1,129000.0,0,0,5,864.0,0,194,1950,2002,2.0,40,194,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
274,1586,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1586,0,0,1,372,1,1,Lvl,0,17043,CulDSac,0,20,0,0,5,6,0,0,1,181000.0,0,0,7,1362.0,0,192,1979,1998,2.0,30,192,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
275,1370,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,1.0,1370,0,0,1,2578,1,1,Lvl,0,10000,Corner,0,80,0,0,6,5,0,0,1,148000.0,120,0,6,1058.0,0,191,1956,1956,2.0,30,311,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
276,914,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,0.0,914,0,0,1,2824,1,1,Lvl,0,8050,Inside,0,20,0,0,5,6,1,0,1,117250.0,0,0,4,914.0,0,32,2002,2002,2.0,30,32,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
277,1555,0,2,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1555,0,0,1,471,1,1,Lvl,0,3182,Inside,0,120,0,20,5,7,0,0,1,192500.0,0,0,7,1373.0,0,143,2005,2006,2.0,35,163,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
278,716,840,3,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1556,1,0,1,1544,1,1,Lvl,0,1950,Inside,0,160,0,0,6,6,0,0,1,151000.0,0,0,6,716.0,0,161,1980,1980,4.0,36,161,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
279,882,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,882,0,0,1,2141,1,1,Lvl,0,7700,Corner,0,20,0,0,5,5,0,0,1,112500.0,0,0,5,882.0,0,96,1972,1972,2.0,25,96,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
280,1167,0,3,0,0.0,0.0,0,1,1,0,216,0,1,1,1,1,1,1,2.0,1167,0,0,1,2008,1,1,Lvl,0,8731,Inside,0,30,0,0,5,5,0,0,1,144000.0,126,0,6,915.0,0,0,1920,1950,1.0,25,126,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
281,1800,0,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1800,0,0,1,1075,1,1,Lvl,0,8232,Inside,0,120,0,0,5,9,0,0,1,370967.0,0,0,6,1800.0,0,210,2007,2008,3.0,45,210,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
282,855,601,3,1,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1456,1,0,1,34,1,1,Lvl,0,2280,FR2,0,160,0,0,6,6,0,0,1,149900.0,0,0,6,855.0,0,173,1975,1975,3.0,36,173,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
283,831,829,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1660,1,0,1,847,1,1,Lvl,0,8935,Inside,0,60,0,68,5,7,0,0,1,195000.0,0,0,7,831.0,0,144,2002,2002,3.0,35,212,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
284,812,670,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1482,1,0,1,1629,1,1,Lvl,0,9125,Inside,0,80,0,25,5,7,0,0,1,163900.0,0,0,7,384.0,0,100,1992,1992,3.0,35,125,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
285,1522,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1522,0,0,1,2073,1,1,Lvl,0,11075,Corner,0,20,0,77,5,6,0,0,1,182000.0,168,0,7,1190.0,0,0,1984,1984,2.0,30,245,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
286,2036,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2036,0,0,1,960,1,1,HLS,0,13438,Corner,0,20,0,154,5,9,0,0,1,410000.0,0,0,9,2190.0,0,90,2008,2008,3.0,45,244,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
287,1595,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1595,0,0,1,955,1,1,Lvl,0,11070,Inside,0,20,0,0,5,5,0,0,1,152000.0,0,0,5,1582.0,0,0,1991,1991,3.0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,891,795,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1686,1,0,1,2476,1,1,Lvl,0,7800,Inside,0,60,0,101,5,7,0,0,1,184000.0,0,0,8,891.0,0,144,2005,2005,3.0,35,245,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
289,1344,0,2,1,2.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,4.0,1344,0,0,1,1590,2,1,Lvl,0,7060,Inside,0,90,0,0,5,7,0,0,1,206300.0,0,0,8,1344.0,0,0,1997,1998,4.0,35,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
290,1652,0,4,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,3.0,1652,0,0,1,2913,2,1,Lvl,0,11836,Corner,0,90,0,0,5,5,0,0,1,146500.0,0,0,8,1652.0,0,0,1970,1970,2.0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
291,832,505,3,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1337,0,0,1,149,1,1,Lvl,0,8382,Inside,0,50,0,0,5,4,0,0,1,108000.0,0,0,5,832.0,0,0,1956,1956,1.0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
292,1222,698,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,3,0,2.0,1920,0,0,1,2525,1,1,Lvl,0,10192,Inside,0,80,0,98,6,7,0,0,1,170000.0,0,0,8,570.0,0,0,1968,1992,3.0,42,98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
293,848,0,1,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,848,0,0,1,1470,1,1,Lvl,0,4426,Inside,0,120,0,0,5,6,0,0,1,145000.0,0,0,3,848.0,0,140,2004,2004,2.0,30,140,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
294,1055,0,2,1,0.0,1.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1055,0,0,1,412,1,1,Lvl,0,2280,FR2,0,120,0,27,5,7,0,0,1,123000.0,0,0,4,1057.0,0,0,1975,1975,3.0,35,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
295,1291,0,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1291,0,0,1,1399,1,1,HLS,0,2887,Inside,0,120,0,0,5,6,0,0,1,173000.0,0,0,6,1291.0,0,307,1996,1997,2.0,30,307,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
296,720,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,720,0,0,1,183,1,1,Lvl,0,8520,Inside,0,30,0,0,8,6,0,0,1,105900.0,0,0,5,624.0,0,106,1928,2003,1.0,48,106,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,526,462,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,988,0,0,1,974,1,1,Lvl,0,1596,Inside,0,180,0,101,5,4,0,0,1,91000.0,0,0,5,462.0,0,120,1973,1973,2.0,20,221,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
298,986,537,3,0,1.0,0.0,1,1,1,0,81,1,1,1,1,1,2,1,1.0,1523,0,1,0,930,1,0,Bnk,0,15600,Inside,0,50,0,0,7,5,0,0,1,158000.0,0,0,7,1067.0,0,0,1949,2005,3.0,35,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,864,864,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1728,1,0,1,881,1,1,Lvl,0,9313,Inside,0,60,0,56,5,7,0,0,1,190000.0,0,0,7,864.0,0,187,2004,2004,3.0,35,243,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300,1239,0,1,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1239,1,0,1,1180,1,1,Lvl,0,11064,CulDSac,1,120,0,24,5,8,0,0,1,217500.0,0,0,4,1230.0,0,172,1995,1995,3.0,40,196,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
301,1151,804,4,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,2,0,1.0,1955,0,0,1,1553,1,1,Lvl,0,9000,Inside,0,50,0,0,5,5,0,0,1,165500.0,0,0,7,1151.0,0,0,1958,1958,2.0,25,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
302,860,704,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,1.0,1564,1,0,1,928,1,0,Bnk,0,12000,Inside,0,70,0,0,7,7,0,0,1,174500.0,0,0,7,704.0,0,0,1941,1950,2.0,49,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
303,1204,0,3,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,1.0,1204,0,0,1,1512,1,1,Bnk,1,7692,Inside,0,80,0,0,6,4,0,0,1,100000.0,0,0,6,416.0,0,0,1954,1954,1.0,24,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
304,1329,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1329,1,0,1,3,1,1,Lvl,0,14267,Corner,0,20,0,36,6,6,0,0,1,172000.0,0,0,6,1329.0,0,393,1958,1958,2.0,36,429,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
305,879,0,3,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,2.0,879,0,0,1,2140,1,1,Lvl,0,9675,Corner,0,20,0,80,6,5,0,0,1,120000.0,0,0,5,864.0,0,0,1975,1975,1.0,30,80,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
306,841,0,2,0,0.0,0.0,0,1,1,0,24,0,0,1,0,0,1,0,1.0,841,0,0,1,553,1,1,Lvl,0,8400,Inside,0,20,0,0,4,4,1,0,1,82000.0,0,0,4,721.0,0,250,1950,1950,1.0,16,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
307,900,412,3,0,0.0,0.0,0,1,1,1,0,1,1,1,1,0,1,0,2.0,1312,1,0,1,2594,1,1,Lvl,0,7500,Inside,0,50,0,28,6,6,0,0,1,127000.0,0,0,6,784.0,0,0,1947,1950,2.0,36,28,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
308,1134,924,3,0,0.0,0.0,1,1,1,0,259,1,1,0,0,1,1,0,2.0,2058,1,1,0,1314,1,1,Lvl,0,9600,Inside,0,75,0,0,5,6,1,0,1,129500.0,0,0,8,735.0,0,0,1917,1950,2.0,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
309,1360,0,1,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,1,0,2.0,1360,0,0,1,366,1,1,Lvl,0,5814,CulDSac,0,120,0,0,5,8,0,0,1,187500.0,0,0,4,1220.0,0,63,1984,1984,2.0,40,63,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
310,1786,0,3,0,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,1786,0,0,1,1462,1,1,Lvl,0,14860,CulDSac,1,20,0,35,5,8,0,0,1,300000.0,0,0,6,1778.0,0,182,2002,2003,3.0,40,217,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
311,1097,896,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1993,1,0,1,2541,1,1,Lvl,0,14803,CulDSac,0,60,0,66,5,6,0,0,1,190000.0,0,0,8,825.0,0,0,1971,1971,3.0,30,66,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
312,986,376,4,0,0.0,0.0,1,1,1,0,0,0,0,1,1,0,2,0,1.0,1362,0,1,0,2088,1,1,Lvl,0,7550,Inside,0,50,0,0,5,4,1,0,1,96000.0,0,0,7,951.0,0,0,1920,1950,2.0,20,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1112,438,2,0,1.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1550,0,0,1,527,1,1,Lvl,0,8125,Inside,0,60,0,168,5,7,0,0,1,241000.0,0,0,7,1092.0,0,0,2006,2007,3.0,35,168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
314,1696,0,3,0,0.0,0.0,0,0,1,0,0,1,1,1,1,1,1,1,1.0,1696,1,0,1,1824,1,1,Lvl,0,13673,CulDSac,0,20,0,30,5,5,0,0,1,143900.0,0,0,8,1140.0,0,0,1962,1962,2.0,25,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
315,546,546,3,1,0.0,0.0,0,1,1,0,0,1,1,1,1,0,1,0,1.0,1092,1,0,1,2918,1,1,Lvl,0,1533,Inside,0,160,0,0,5,4,0,0,1,87550.0,0,0,5,546.0,0,0,1970,1970,2.0,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316,1752,0,2,1,1.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,2.0,1752,0,0,1,49,1,1,Lvl,0,7658,Inside,0,120,0,82,5,9,0,0,1,319900.0,0,0,6,1752.0,0,196,2005,2005,3.0,45,278,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
317,1102,1371,4,0,0.0,0.0,0,1,1,0,0,1,1,1,1,1,2,0,3.0,2473,1,0,1,2332,1,1,HLS,0,12292,CulDSac,0,60,0,39,5,9,0,0,1,356383.0,0,0,11,1094.0,0,246,2006,2006,3.0,45,285,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
318,1800,0,2,0,0.0,0.0,0,1,1,0,0,1,1,1,1,0,2,0,2.0,1800,0,0,1,826,1,1,Lvl,0,11923,Corner,0,20,0,136,5,9,0,0,1,239000.0,0,0,7,1800.0,0,288,2007,2007,2.0,45,424,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
